Date,Line_No,Responsible_Department,Problem_Name,M/C_ID,Problem_Start_Time,Problem_End_Time,Total_Downtime (Min)
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0082,14:45,14:53,8
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0082,15:15,15:20,5
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,15:41,15:45,4
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCD-0014,15:58,16:02,4
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0011,16:05,16:08,3
15-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0011,17:05,17:13,8
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,7:10,7:15,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,7:20,7:25,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,7:32,7:37,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,7:52,7:58,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,7:59,8:07,8
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,8:17,8:23,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,9:19,9:25,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,9:22,9:27,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,9:24,9:30,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,9:33,9:38,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,9:45,9:51,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,9:51,9:57,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,10:10,10:15,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,10:17,10:23,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,10:25,10:30,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,10:28,10:34,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0011,10:50,10:55,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,11:05,11:11,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2601,11:09,11:13,4
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0056,11:18,11:23,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,11:28,11:32,4
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0014,11:30,11:37,7
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-BA-0043,11:37,11:37,0
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,11:55,11:43,-12
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,12:07,12:00,-7
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,12:18,12:12,-6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,12:19,12:24,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2143,12:20,12:24,4
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,12:20,12:23,3
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,12:24,12:26,2
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,12:26,12:31,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,13:55,14:00,5
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLCB-0014,14:53,14:59,6
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,16:12,16:15,3
15-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,16:28,16:32,4
15-Jun-2022,Line 18,Production,Multiple bio break,FIFB-0045,7:51,7:54,3
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0054,9:42,9:47,5
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2064,9:51,9:55,4
15-Jun-2022,Line 18,Production,Multiple bio break,BT-0075,10:00,10:03,3
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS -2155,10:12,10:17,5
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0264,10:16,10:23,7
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2602,10:25,10:31,6
15-Jun-2022,Line 18,Production,Multiple bio break,5TOL-0304,10:31,10:34,3
15-Jun-2022,Line 18,Production,Multiple bio break,5TOL-0251,10:39,10:42,3
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2128,10:48,10:54,6
15-Jun-2022,Line 18,Production,Multiple bio break,5TOL-0269,10:52,10:57,5
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0043,11:03,11:07,4
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0266,11:29,11:35,6
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2173,11:48,11:53,5
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0249,12:02,12:08,6
15-Jun-2022,Line 18,Production,Multiple bio break,SBLS-0039,12:31,12:36,5
15-Jun-2022,Line 18,Production,Multiple bio break,5TOL-0239,1:27,1:34,7
15-Jun-2022,Line 18,Production,Multiple bio break,4TNB-0008,1:49,1:53,4
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0264,2:07,2:13,6
15-Jun-2022,Line 18,Production,Multiple bio break,SBLS-0046,2:41,2:45,4
15-Jun-2022,Line 18,Production,Multiple bio break,BT-0075,2:58,3:04,6
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2173,3:27,3:31,4
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2134,3:39,3:44,5
15-Jun-2022,Line 18,Production,Multiple bio break,4TOL-0265,4:03,4:07,4
15-Jun-2022,Line 18,Production,Multiple bio break,BT-0075,5:13,5:18,5
15-Jun-2022,Line 18,Production,Multiple bio break,SNLS-2155,5:31,5:36,5
15-Jun-2022,Line 18,Maintenance,Feed Problem,4TOL-0269,7:10,7:20,10
15-Jun-2022,Line 18, Needle Breakage, Needle Breakage,4TOL-0260,7:36,7:43,7
15-Jun-2022,Line 18,Maintenance,Vaccum Issue,4TNB-0009,7:40,7:50,10
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0054,8:21,8:25,4
15-Jun-2022,Line 18, Needle Breakage, Needle Breakage,SNLS-2134,10:56,11:04,8
15-Jun-2022,Line 18,Maintenance,Jamming,SNLS-2602,11:10,11:14,4
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0266,11:25,11:29,4
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TNB-0008,11:35,11:38,3
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0053,11:46,11:50,4
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0269,12:02,12:06,4
15-Jun-2022,Line 18,Maintenance,Unsharp Knife,4TOL-0053,1:25,1:35,10
15-Jun-2022,Line 18,Maintenance,Uneven Tension,SNLS-2128,2:08,2:11,3
15-Jun-2022,Line 18, Needle Breakage, Needle Breakage,SNLS-2134,3:16,3:23,7
15-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FIFB-0045,4:51,4:55,4
15-Jun-2022,Line 18,Maintenance,Jamming,4TNB-0009,5:08,5:15,7
15-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS-0042,7:46,7:57,11
15-Jun-2022,Line 19,Maintenance,Knife problem,5TOL-0198,8:16,8:21,5
15-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0260,10:24,10:33,9
15-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0218,1:44,1:51,7
15-Jun-2022,Line 19,Maintenance,Skip Stitch,5TOL-0198,2:03,2:14,11
15-Jun-2022,Line 19,Maintenance,M/C switch problem,DNCS-0068,2:14,2:16,2
15-Jun-2022,Line 19,Maintenance,Bobbin case problem,SNLS-2096,4:47,4:51,4
15-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,4TOL-0078,5:06,5:11,5
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,12:06,12:11,5
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,12:08,12:11,3
15-Jun-2022,Line 21,Maintenance,Knife Problem,5TOL-0265,12:33,12:42,9
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0238,3:32,3:37,5
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0238,3:49,3:52,3
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,4:10,4:14,4
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0166,7:41,7:48,7
15-Jun-2022,Line 21,Maintenance,Skip Stitch,5TOL-0214,8:26,8:35,9
15-Jun-2022,Line 21,Maintenance,Roller Problem,DNCS-0060,8:30,8:38,8
15-Jun-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0214,8:35,8:47,12
15-Jun-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0166,8:45,8:51,6
15-Jun-2022,Line 21,Maintenance,Roller Change,DNCS-0060,10:19,10:22,3
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0246,10:24,10:36,12
15-Jun-2022,Line 21,Maintenance,Looper Recovery,5TOL-0256,10:36,10:40,4
15-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0214,10:46,10:48,2
15-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2100,10:55,11:15,20
15-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2304,10:55,11:20,25
15-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2141,10:55,11:20,25
15-Jun-2022,Line 21,Maintenance,Knife Sharp,5TOL-0166,12:00,12:04,4
15-Jun-2022,Line 21,Maintenance,Skip Stitch,5TOL-0214,12:08,12:24,16
15-Jun-2022,Line 21,Maintenance,Skip Stitch,5TOL-0214,12:26,12:35,9
15-Jun-2022,Line 21,Maintenance,Skip Stitch,5TOL-0214,12:49,12:59,10
15-Jun-2022,Line 21, Needle Breakage, Needle Breakage,DNCS-0060,1:01,1:17,16
15-Jun-2022,Line 21, Needle Breakage, Needle Breakage,SNLS-2100,2:05,2:18,13
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,7:19,7:21,2
16-Jun-2022,Line 17,Maintenance,Puckering,FCI-4TOL-0063,7:47,7:55,8
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,8:03,8:05,2
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,08:15,8:18,3
16-Jun-2022,Line 17, Needle Breakage, Needle Breakage,YNG-FLFB-0008,08:27,8:34,7
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0319,09:15,9:18,3
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0082,09:33,9:36,3
16-Jun-2022,Line 17,Maintenance,Puckering,FCI-5TOL-0673,09:37,9:40,3
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0673,10:14,10:16,2
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,10:34,10:36,2
16-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,13:59,14:02,3
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0260,7:29,7:31,2
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0266,7:41,7:43,2
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0006,7:56,8:02,6
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,8:05,8:08,3
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0009,8:11,8:13,2
16-Jun-2022,Line 18,Lean,Excess WIP,,8:12,8:32,20
16-Jun-2022,Line 18,Lean,Excess WIP,,9:10,9:16,6
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0006,10:10,10:14,4
16-Jun-2022,Line 18,Lean,Excess WIP,,10:38,10:48,10
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0269,11:35,11:39,4
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0304,11:52,11:56,4
16-Jun-2022,Line 18,Maintenance,Uneven Tension,FCI-5TOL-0251,12:27,12:31,4
16-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,FCI-FLFB-0046,13:37,13:39,2
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 2604,7:36,7:44,8
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 2169,7:45,7:53,8
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0164,8:04,8:13,9
16-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL 0164,8:18,8:31,13
16-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0068,10:24,10:27,3
16-Jun-2022,Line 19,Maintenance,Skip Stitch,5TOL 0198,10:40,10:45,5
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0003,10:51,10:58,7
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0164,11:12,11:20,8
16-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0042,11:32,11:38,6
16-Jun-2022,Line 19,Maintenance,Skip Stitch,5TOL 0198,1:49,2:03,14
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,10:22,10:26,4
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0299,10:32,10:38,6
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,12:41,12:44,3
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0214,12:50,12:57,7
16-Jun-2022,Line 21,Maintenance,Skip Stitch,SBLS 0011,1:21,1:27,6
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0154,7:46,7:50,4
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0214,7:51,7:53,2
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0154,7:54,7:57,3
16-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0214,8:11,8:17,6
16-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2100,8:40,9:17,37
18-Jun-2022,Line 17,Maintenance,Jamming,FCI-SNLS-2111,07:18,7:21,3
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,07:45,7:47,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLFB-0011,08:10,8:12,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,08:24,8:26,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,08:40,8:42,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,09:13,9:15,2
18-Jun-2022,Line 17,Maintenance,Uneven Tension,FCI-4TOL-0061,08:50,8:55,5
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,9:16,9:18,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,YNG-FLFB-0008,9:40,9:42,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,9:58,10:00,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,10:20,10:22,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0083,10:37,10:39,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0321,10:38,10:40,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0006,10:40,10:42,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,10:40,10:44,4
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,10:45,10:47,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,11:15,11:17,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLFB-0011,11:58,12:00,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,12:05,12:07,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,12:07,12:09,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,13:19,13:21,2
18-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,17:07,17:10,3
18-Jun-2022,Line 18,Maintenance,Machine change,4TOL-0068,8:02,8:12,10
18-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0068,10:40,10:45,5
18-Jun-2022,Line 18,Maintenance,Jamming,SNLS-2602,11:29,11:40,11
18-Jun-2022,Line 18, Needle Breakage, Needle Breakage,4TOL-0249,1:28,1:52,24
18-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0266,1:31,1:37,6
18-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,4TOL-0054,1:48,1:54,6
18-Jun-2022,Line 18, Needle Breakage, Needle Breakage,4TOL-0249,4:23,4:30,7
18-Jun-2022,Line 18,Maintenance,Gauge Problem,4TOL-0249,4:45,5:01,16
18-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SBLS 0042,7:15,7:24,9
18-Jun-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 2346,8:16,8:23,7
18-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0085,8:24,8:33,9
18-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0025,10:09,10:17,8
18-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,TOL 0198,10:14,10:27,13
18-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,TOL 0318,11:44,11:47,3
18-Jun-2022,Line 19,Maintenance,Thread-Cut & Rethreading,TOL 0164,1:48,1:52,4
18-Jun-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0080,4:12,4:23,11
18-Jun-2022,Line 21,Production,Operator Handling,5TOL-0244,7:00,7:12,12
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,,7:12,7:22,10
18-Jun-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0238,7:56,8:08,12
18-Jun-2022,Line 21,Lean,Excess WIP,SNLS-1952,7:57,8:27,30
18-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2159,7:57,8:20,23
18-Jun-2022,Line 21,Lean,Excess WIP,SNLS-2150,7:57,8:20,23
18-Jun-2022,Line 21,Lean,Excess WIP,5TOL-0244,8:00,8:27,27
18-Jun-2022,Line 21,Maintenance,Skip Stitch,5TOL-0238,8:10,8:18,8
18-Jun-2022,Line 21,Lean,Excess WIP,5TOL-0287,7:57,8:27,30
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0012,8:34,8:38,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0205,8:37,8:40,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,8:56,9:00,4
18-Jun-2022,Line 21,Cutting,Numbering,SNLS-2341,9:08,9:15,7
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0238,10:15,10:18,3
18-Jun-2022,Line 21,Lean,Excess WIP,SNLS-1952,10:18,10:25,7
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,4TOL-0276,10:44,10:47,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,12:12,12:16,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0238,12:18,12:22,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0205,12:26,12:30,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,4TOL-0276,12:46,12:50,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,1:00,1:06,6
18-Jun-2022,Line 21,Lean,Excess WIP,SNLS-1952,1:02,1:20,18
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,1:06,1:08,2
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0226,1:48,1:53,5
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0238,2:18,2:22,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,4TOL-0276,4:15,4:22,7
18-Jun-2022,Line 21, Needle Breakage, Needle Breakage,5TOL 0254,7:38,7:43,5
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,7:51,7:54,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,7:56,7:59,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0299,8:31,8:37,6
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0214,8:31,8:35,4
18-Jun-2022,Line 21, Needle Breakage, Needle Breakage,SNLS 2235,12:04,12:11,7
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,12:38,12:42,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0246,12:44,12:51,7
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0299,1:18,1:24,6
18-Jun-2022,Line 21, Needle Breakage, Needle Breakage,SNBS 0011,1:57,2:03,6
18-Jun-2022,Line 21, Needle Breakage, Needle Breakage,DNCS 0060,2:00,2:06,6
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 00299,2:11,2:14,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,2:29,2:33,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0299,4:19,4:25,6
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,2:29,2:33,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0299,4:19,4:25,6
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0166,4:21,4:23,2
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,5:11,5:15,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0254,5:15,5:18,3
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL 0166,5:27,5:31,4
18-Jun-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS 0088,5:29,5:32,3
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0014,7:12,7:14,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0014,7:17,7:19,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,7:37,7:39,2
19-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-4TOL-0082,8:00,8:13,13
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,8:15,8:18,3
19-Jun-2022,Line 17, Needle Breakage, Needle Breakage,FCI-FLCB-0011,8:18,8:26,8
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0082,8:40,8:44,4
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,8:54,8:56,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,10:44,10:46,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0004,11:25,11:28,3
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,11:35,11:37,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLCB-0011,11:38,11:41,3
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,11:40,11:42,2
19-Jun-2022,Line 17,Maintenance,Roller Change,FCI-DNCS-0020,14:16,14:20,4
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,15:15,15:18,3
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0307,15:30,15:32,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0291,15:37,15:39,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0083,15:49,15:51,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,16:00,16:05,5
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TNB-0006,16:12,16:14,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0194,16:28,16:30,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FQ-356-030-440,13:34,13:37,3
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FQ-356-030-440,14:05,14:08,3
19-Jun-2022,Line 17,Maintenance,Unsharp Knife,FCI-5TOL-0319,14:26,14:30,4
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FQ-356-030-440,14:38,14:40,2
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0307,15:45,15:50,5
19-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,15:46,15:51,5
19-Jun-2022,Line 18,Production,Late,4TOL-0053,7:00,7:12,12
19-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0303,8:17,8:19,2
19-Jun-2022,Line 18,Maintenance,Vaccum Issue,4TO-0264,8:22,8:24,2
19-Jun-2022,Line 18,Maintenance,Vaccum Issue,4TOL-0249,8:38,8:40,2
19-Jun-2022,Line 18,Maintenance,Unsharp Knife,4TOL-0268,8:52,8:57,5
19-Jun-2022,Line 18, Needle Breakage, Needle Breakage,4TOL-0264,9:52,10:04,12
19-Jun-2022,Line 18,Maintenance,Gauge Adjustment,FLFB-0006,10:43,10:56,13
19-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0239,1:21,1:23,2
19-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0266,2:03,2:06,3
19-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0239,5:16,5:20,4
19-Jun-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0239,5:29,5:32,3
